sdwa	DESC	ID
	开启	30085	ปฏิปักษ์แห่งมาร<w>ได้<w>กลับมา<w>อีก<w>ครั้ง<w> เหล่า<w>นักรบ<w>สามารถ<w>เข้าสู่<w>โลก<w>แห่ง<w>วิญญาณ<w>เพื่อ<w>กำราบ<w>สิ่ง<w>เหล่านั้น<w>ได้<w> และ<w>ใช้<w>โอกาส<w>นี้<w>เพื่อ<w>ด<w>ู<w>ว่า<w>พวก<w>มัน<w>นั้น<w>มีโชค<w>แค่<w>ไหน
	关闭	30086	ปฏิปักษ์แห่งมาร<w>ได้<w>ถูก<w>กำราบ<w>ลง<w>แล้ว<w> ขอ<w>ขอบคุณ<w>ท่าน<w>นักรบ<w>สำหรับ<w>ความพยายาม<w>ของ<w>ท่าน<w> โปรด<w>คอย<w>ปกป้อง<w>โลก<w>ใบ<w>นี้<w>ด้วย<w>!
	活动前提示	30087	ปฏิปักษ์แห่งมาร<w>กำลัง<w>เพิ่ม<w>กำลัง<w>ขึ้น<w> อีก<w>ทั้ง<w>ผนึก<w>ก<w>็<w>ใกล้<w>พังทลาย<w>เต็มที<w> นักรบ<w>เอ๋ย<w> จง<w>เตรียมตัว<w>เข้าสู่<w>โลก<w>แห่ง<w>วิญญาณ<w>!
		30088	ราชา<w>ฟอร์ตูแฟนต์<w>ดิ่งพสุธา
		30089	ราชา<w>ฟอร์ตูแฟนต์<w>ดิ่งพสุธา<w>!
		30090	ราชา<w>ฟอร์ตูแฟนต์<w>ที่<w>ดิ่งพสุธา<w>มาถึง<w>แล้ว<w>!
		30091	ราชา<w>ฟอร์ตูแฟนต์<w>ที่<w>ดิ่งพสุธา<w>ได้<w>จากไป<w>แล้ว<w>!
		30092	ราชา<w>ฟอร์ตูแฟนต์<w>ดิ่งพสุธา<w>สนุก<w>จริง<w>ๆ<w>!
	活动8名称	30093	ฝูง<w>อสูร<w>ใน<w>โลก<w>แห่ง<w>วิญญาณ
	活动8开启前	30094	ฝูง<w>อสูร<w>จะ<w>จู่โจม<w>ใน<w> 2 นาที<w>!
	活动8开启	30095	ฝูง<w>อสูร<w>มาถึง<w>แล้ว<w> เตรียมตัว<w>ให้พร<w>้อม<w> นักรบ<w>ทั้งหลาย<w>!
	活动8结束	30096	จัดการ<w>ฝูง<w>อสูร<w>เรียบร้อย<w>แล้ว<w> มา<w>ดื่ม<w>ให้<w>กับ<w>ชัยชนะ<w>ใน<w>คืนนี้<w>กัน<w>เถอะ<w>!
	活动8介绍	30097	ก่อนที่จะ<w>พ่ายแพ้<w> มาร<w>ได้<w>ปลดปล่อย<w>พลังงาน<w>ชั่วร้าย<w>เข้าสู่<w>โลก<w> และ<w>ได้<w>เปลี่ยนร่าง<w>เป็น<w>ฝูง<w>อสูร<w>จำ<w>นว<w>นนับไม่ถ้วน<w>ที่จะ<w>ปรากฏตัว<w>ขึ้น<w>อีก<w>ครั้ง<w>ใน<w>ทุกคืน<w>ีพระจันทร์เต็มดวง<w>เพื่อ<w>เข้า<w>ยึด<w>ต้นไม้ศักดิ์สิทธิ์<w>และ<w>ทำลาย<w>ฐานราก<w>ของ<w>โลก<w> เหล่า<w>นักรบ<w>ต้อง<w>ทำ<w>ทุก<w>วิถีทาง<w>เพื่อ<w>ไม่<w>ให้<w>เกิด<w>เหตุการณ์<w>นี้<w>ขึ้น
	活动8持续中	30098	ฝูง<w>อสูร<w>ไม่มี<w>ทีท่า<w>ว<w>่า<w>จะ<w>ลดลง<w> แต่<w>เหล่า<w>นักรบ<w>อย่าง<w>เรา<w>จะ<w>ยืนหยัด<w>ต่อไป<w>!
	【战功界面】-战功定义	30099	ความสำเร็จ<w>คือ<w>แต้ม<w>รางวัล<w> PV<w>P ของ<w>เกม<w> ซึ่ง<w>เป็น<w>สกุลเงิน<w>ช<w>นิดหนึ่ง<w> และ<w>แบ่ง<w>เป็น<w>ความสำเร็จทั้งหมด<w>และ<w>ความสำเร็จ<w>ที่<w>ใช้ได้
	【战功界面】-战功获取	30100	ศัตรู<w>ที่จับ<w>กุม<w>ได้<w>วันนี้<w>: +3 (สูงสุด<w>: 100), ช่วยเหลือ<w>การจับกุม<w>: +2 (สูงสุด<w>: 100), ได้รับ<w>จาก<w>เควสต์<w>: ขึ้นอยู่กับ<w>เควสต์
		30114	ผู้<w>ประพฤติ<w>ด<w>ี
		30115	นอกรีต
		30116	คนชั่ว
		30117	ผู้<w>มี<w>บาป<w>มหันต์
		30118	เลือก
		30119	เรา<w>ดู<w>เหมือนกัน<w>ไหม
		30120	ช่างสังเกต<w>นี่<w>!
		30121	ท่าน<w>นี่<w>ไร้<w>รสนิยม<w>เสีย<w>จริง
	围猎活动道具提示	30122	เคล็ดลับ<w>อีเวนต์<w>: อีเวนต์<w>ได้<w>เริ่มต้น<w>ขึ้น<w>แล้ว<w>ใน<w>โลก<w>ใบ<w>อื่น<w> การ<w>ใช้<w>ไอเทม<w>น<w>ี้<w>จะ<w>ทำให้<w>อีเวนต์<w>ปัจจุบัน<w>สิ้นสุดลง<w>และ<w>เริ่ม<w>อีเวนต์<w>ใหม่<w> รวมถึง<w>จะ<w>เป็นการ<w>เริ่มต้น<w>อีเวนต์<w>ล่าสัตว์<w>แบบ<w>สุ่ม
	人形蚩尤活动提示	30123	เคล็ดลับ<w>อีเวนต์<w>: อีเวนต์<w>เอาชนะ<w>ชือโหยว<w>ได้<w>เริ่มต้น<w>ขึ้น<w>แล้ว<w> การ<w>ใช้<w>ไอเทม<w>น<w>ี้<w>จะ<w>ทำให้<w>อีเวนต์<w>ปัจจุบัน<w>สิ้นสุดลง<w>และ<w>เริ่ม<w>อีเวนต์<w>ใหม่<w> รวมถึง<w>จะ<w>เป็นการ<w>เริ่ม<w>อีเวนต์<w>เอาชนะ<w>ชือโหยว
		30124	เคล็ดลับ<w>: EXP<w> เผ่า<w>ถึง<w>จำนวน<w>สูงสุด<w>แล้ว<w> ใช้<w>คำสั่ง<w>เผ่า<w>เพื่อ<w>เพิ่ม<w>เงินทุนเผ่า<w>หรือไม่
	活动入场提示	30125	อีเวนต์<w>นี้<w>เปิด<w>ให้<w>เข้าร่วม<w>เฉพาะ<w>ทีม<w>เท่านั้น
		30126	อีเวนต์<w>นี้<w>เปิด<w>ให้<w>เข้าร่วม<w>เฉพาะ<w>ทีม<w>ใหญ่<w>เท่านั้น
		30127	ต้อง<w>ม<w>ี<w>อย่างน้อย<w> {1} เพื่อ<w>เข้าร่วม<w>ใน<w>อีเวนต์
		30128	สามารถ<w>เข้าร่วม<w>ใน<w>อีเวนต์<w>ได้<w>สูงสุด<w> {1}
		30129	อีเวนต์<w>นี้<w>เปิด<w>ให้<w>เข้าร่วม<w>เฉพาะ<w>นักเดินทาง<w>เลเวล<w> {1} ขึ้นไป<w> ทีม<w>มี<w>นักเดินทาง<w>ที่<w>ไม่<w>ตรง<w>ตาม<w>ข้อกำหนด
		30130	ทีม<w>มี<w>นักเดินทาง<w>ที่<w>ไม่ได้<w>อย<w>ู่<w>ใน<w>พื้นที่<w>บ้าน<w>ของ<w>นักเดินทาง<w>ผู้<w>เปิด<w>อีเวนต์
		30131	ทีม<w>มี<w>นักเดินทาง<w>ที่<w>มีสิทธิ์<w>เข้าร่วม<w>อีเวนต์<w>ไม่<w>เพียงพอ
		30132	เฉพาะ<w>นักเดินทาง<w>ที่<w>มี<w>เลเวลเมอริเดียน<w> {1} ขึ้นไป<w>เท่านั้น<w>ที่สาม<w>ารถ<w>เข้าร่วม<w>ได้
		30133	ต้อง<w>เปิด<w>อีเวนต์<w>ปัจจุบัน<w>ใน<w>พื้นที่<w>บ้าน
		30134	สิทธิ์<w>เข้าร่วม<w>อีเวนต์<w>ไม่<w>เพียงพอ
		30135	อัญมณีบ้าน<w>เสียหาย<w>และ<w>มี<w>พลังชีวิต<w>ไม่<w>เต็ม
		30136	อีเวนต์<w>ยัง<w>ไม่<w>เริ่มต้น
		30137	ทีม<w>มี<w>นักเดินทาง<w>ที่<w>ออฟไลน์<w>อยู่
	通缉令牌子任务描述	30200	คำสั่งจับ
	通缉令牌子任务	30201	รับ<w>หมายจับ<w>แล้ว<w> ไป<w>จับตัว<w>นักเดินทาง<w>ที่<w>ถูก<w>หมายจับ<w>เลย
	【象王宫】名称	30202	มาร<w>ร่าง<w>ยักษ์
	【象王宫】开始前	30203	มารสกันดา<w>กำลังจะ<w>กลับ<w>ไป<w>ที่<w>วัง<w> อย่า<w>พลาดโอกาส<w>ที่จะ<w>ได้<w>จับตัว<w>สกัน<w>ดา<w>ห้า<w>ตัว<w>ล่ะ<w>!
	【象王宫】开始	30204	จู่<w>ๆ<w> ก็<w>เกิด<w>ความผิดปกติ<w>ขึ้น<w>ในขณะที่<w>เรา<w>คุย<w>กัน<w>! มารสกันดา<w>ได้<w>กลับมา<w>ที่<w>วังไต้โข่ว<w>เพ<w>ื่อนอนหลับ<w>แล<w>้ว<w>!
	【象王宫】结束	30205	ความผิดปกติ<w>ได้<w>หาย<w>ไป<w>แล้ว<w> แต่<w>นี่<w>อาจ<w>เป็น<w>แค่<w>ชั่วคราว<w>! มารสกันดา<w>ได้<w>ตื่นขึ้น<w>และออกจาก<w>วังไต้โข่ว<w>ไป<w>แล้ว<w>!
	【象王宫】介绍	30206	ศพ<w>ของ<w>หนึ่ง<w>ใน<w>มาร<w>สาม<w>หัว<w>ที่<w>พ่ายแพ้<w>ใน<w>การต่อสู้<w> และ<w>ได้<w>ผสาน<w>รวม<w>กับ<w>พลัง<w>ของ<w>เทียนวู<w>เพื่อ<w>ปกป้อง<w>ต้นไม้ศักดิ์สิทธิ์<w> อย่างไรก็ตาม<w> เนื่องจาก<w>ร่าง<w>นี้<w>ไม่มี<w>วิญญาณ<w>แล้ว<w> จึง<w>ต้อง<w>ใช้เวลา<w>ใน<w>การฟื้นฟู<w>พลังงาน<w>หลังจาก<w>ออก<w>ตรวจตรา<w>ประจำวัน
	【象王宫】持续	30207	มารสกันดา<w>ยังคง<w>หลับ<w>ลึก<w>...
	【天魔入侵】名称	30208	ปิศาจ<w>รุกราน
	【天魔入侵】开始前	30209	ปิศาจ<w>กำลังจะ<w>เริ่ม<w>รุกราน<w>แล้ว
	【天魔入侵】开始	30210	ปิศาจ<w>ได้<w>เริ่ม<w>รุกราน<w>แล้ว
	【天魔入侵】结束	30211	ปิศาจ<w>รุกราน<w>เสร็จสิ้น<w>แล้ว
	【天魔入侵】介绍	30212	ปิศาจ<w>เข้า<w>รุกราน<w>ที<w>่<w>จุด<w>นั้น
	【天魔入侵】持续	30213	ปิศาจ<w>กำลัง<w>รุกราน
		30301	ศึก<w>ชิง<w>หีบ<w>สมบัติ
		30302	เปิด<w>หีบ<w>เพื่อ<w>รับ<w>แต้ม<w>เลย<w> ยิ่ง<w>หีบ<w>สมบัติ<w>มี<w>เกรด<w>สูง<w>ขึ้น<w> ก็<w>ยิ่ง<w>ได้แต้ม<w>มากขึ้น<w>!
	活动筛选类型1	31000	เพิ่ม<w>เบี้ย
	活动筛选类型2	31001	เพิ่ม<w> EXP
	活动筛选类型3	31002	เพิ่มค่า<w>พลังส่วนตัว
	活动筛选类型4	31003	สามารถ<w>เพิ่ม<w>เบี้ย<w>ได้
	活动筛选类型5	31004	สามารถ<w>เพิ่ม<w> EXP<w> ได้
	活动筛选类型6	31005	สามารถ<w>เพิ่มค่า<w>พลังส่วนตัว<w>ได้
	活动筛选类型7	31006	活动筛选类型7
	活动筛选类型8	31007	活动筛选类型8
	活动筛选类型9	31008	活动筛选类型9
	活动筛选类型10	31009	活动筛选类型10
	活动筛选类型11	31010	活动筛选类型11
	活动筛选类型12	31011	活动筛选类型12
	活动筛选类型13	31012	活动筛选类型13
	守将血量少于90%	31013	พลังชีวิต<w>ของ<w>ผู้พิทักษ์<w>น้อยกว่า<w> 90%
	守将血量少于70%	31014	พลังชีวิต<w>ของ<w>ผู้พิทักษ์<w>น้อยกว่า<w> 70%
	守将血量少于50%	31015	พลังชีวิต<w>ของ<w>ผู้พิทักษ์<w>น้อยกว่า<w> 50%
	守将血量少于30%	31016	พลังชีวิต<w>ของ<w>ผู้พิทักษ์<w>น้อยกว่า<w> 30%
	关隘1	32001	ประตู<w>ฝั่ง<w>ตะวันออก
	关隘2	32002	ประตู<w>ฝั่ง<w>ตะวันตก
	关隘3	32003	ประตู<w>ฝั่ง<w>ใต้
	关隘4	32004	ประตู<w>ฝั่ง<w>เหนือ
	关隘5	32005	ป้องกัน<w>: มนุษย์
	关隘6	32006	แจ<w>น<w>ูรัส
	关隘7	32007	
	关隘8	32008	ป้องกันเมือง<w>: ฟื้นฟู<w>หลังการต่อสู้
	关隘9	32009	ธง<w>:
	关隘10	32010	{mainNpcHp1}%
	关隘11	32011	ป้องกันเมือง<w>: จัด<w>ขบวน<w>เสร็จสิ้น
	军镇2-7	32014	{enemyPoints}/3
	关隘1-1	32015	ต่อสู้<w>เพื่อ<w>ป้องกัน<w>ประตู<w>ฝั่ง<w>เหนือ
	关隘1-2	32016	เป้าหมาย<w>: ทำลายล้าง<w> <c:FF34ff80>ทัพ<w>ศัตรู<w></c>
	关隘1-3	32017	ความคืบหน้า<w>ปัจจุบัน<w>:
	关隘1-4	32018	{totalPoints}/15
	关隘1-5	32019	หลีกเลี่ยง<w>: ถอยทัพ<w> <c:FFeb0000>พันธมิตร<w></c>
	关隘1-7	32021	{enemyPoints}/15
	军镇1-名字	32029	ต่อสู้<w>กับ<w>ประเทศ<w>ศัตรู<w>: ป้องกัน<w>ค่ายทหาร
	军镇1-介绍	32030	<c:FF34ff80>จอมพล<w></c> ฝ่าย<w>บัญชาการ<w>ชายแดน<w>ของ<w>ประเทศ<w>ศัตรู<w>กำลัง<w>วางแผน<w>ทำสงคราม<w> เรา<w>ไม่<w>อาจ<w>นิ่งเฉย<w>และ<w>มองดู<w>เขา<w>ทำลาย<w>ความสงบ<w>สุข<w>ของ<w>เรา<w>ได้<w> รวม<w>กองกำลัง<w>ของ<w>ท่าน<w>แล้ว<w>จัดการ<w>เขา<w>ซะ<w>! จง<w>ดำเนินการ<w>อย่างระมัดระวัง<w> และ<w>พา<w>กำลัง<w>พล<w>พร้อม<w> <c:FFeb0000>นายพล<w></c> กลับมา<w>อย่างปลอดภัย
	军镇2-名字	32031	ต่อต้าน<w>การ<w>รุกราน<w> - ป้องกัน<w>ค่ายทหาร
	军镇2-介绍	32032	สายลับ<w>ของ<w>เรา<w>ได้<w>รายงาน<w>มา<w>ว่า<w>ศัตรู<w>ได้<w>จัด<w>ขบวน<w>จู่โจม<w>ลับ<w>เพื่อ<w>ทะลวง<w>กำแพง<w>ใหญ่<w> ช่าง<w>ขี้ขลาด<w>อะไร<w>อย่างนี้<w>! จัด<w>ทีม<w>ขึ้น<w>เพื่อ<w>ป้องกัน<w>ค่ายทหาร<w>และ<w>ปกป้อง<w> <c:FFeb0000>จอมพล<w></c> ทำ<w>ปฏิบัติการ<w>นี้<w>ให้<w>ไม่<w>เป็น<w>จุดสนใจ<w>ต่อไป<w> ล่อ<w>พวก<w>นั้น<w>เข้ามา<w>แล้ว<w>จัดการ<w> <c:FF34ff80>นายพล<w></c> ซะ
	关隘1-名字	32033	ต่อสู้<w>กับ<w>ประเทศ<w>ศัตรู<w>: ป้อมปราการ<w>ประตู<w>ฝั่ง<w>เหนือ
	关隘2-介绍	32034	พัก<w>หลัง<w>ประเทศ<w>ศัตรู<w>ได้<w>ยุแหย่<w>ให้<w>เกิด<w>ความขัดแย้ง<w>ที่<w>ชายแดน<w>บ่อย<w>ขึ้น<w> ถึง<w>เวลา<w>แล้ว<w>ที่<w>เรา<w>จะ<w>แสดง<w>แสนยานุภาพ<w>ของ<w>เรา<w>ให้<w>พวก<w>นั้น<w>เห็น<w> นำ<w>กองกำลัง<w>ฝ่า<w> <c:FF34ff80>ทางข้าม<w>ภูเขา<w></c> ไป<w>ยัง<w>ป้อมปราการ<w>ประตู<w>ฝั่ง<w>เหนือ<w>และ<w>สั่งสอน<w>พวก<w>นั้น<w>ให้<w>รู้สำนึก<w> และ<w>จำไว้<w>ว่า<w>อย่า<w>ถลำลึก<w>จน<w>เกินไป<w> นี่<w>ไม่ใช่<w>สงคราม<w>เต็ม<w>รูปแบบ<w> ฉะนั้น<w>จงอย่า<w>ใช้<w> <c:FFeb0000>กองกำลัง<w></c> ที่<w>มี<w>อยู่<w>จน<w>หมด
	关隘2-名字	32035	ต่อต้าน<w>การ<w>รุกราน<w> - ป้อมปราการ<w>ประตู<w>ฝั่ง<w>เหนือ
	关隘2-介绍	32036	ประเทศ<w>ศัตรู<w>ได้<w>รวบรวม<w>กองกำลัง<w>ที่<w>ป้อมปราการ<w>ประตู<w>ฝั่ง<w>เหนือ<w> จง<w>ออก<w>ปฏิบัติการ<w>โดยทันที<w> ปกป้อง<w> <c:FFeb0000>ทางข้าม<w>ภูเขา<w></c> และ<w>ประชาชน<w>เอา<w>ไว้<w> อย่า<w>ปล่อย<w>ให้<w> <c:FF34ff80>กองกำลัง<w></c> ของ<w>ประเทศ<w>ศัตรู<w>หนีรอด<w>ไป<w>ได้<w>!
	长城71	32101	ประตู<w>ฝั่ง<w>เหนือ<w>: ฟื้นฟู<w>หลังการต่อสู้
	梦境1-收集食物1-1	32102	ล่า<w>แมง<w>ป่อง<w>ยักษ์
	梦境1-收集食物1-2	32103	รีด<w>น้ำ<w>ออกจาก<w>ต้น<w>กระบองเพชร
	梦境1-收集食物2	32104	สร้าง<w>แคมป์ไฟ
	梦境1-收集食物3	32105	ขับไล่<w>กิ้งก่า<w>ขี้กลัว
	梦境1-蜃龙	32106	ขับไล่<w>มังกร<w>ลวงตา
	梦境2-救治竖亥1	32107	จับ<w>เชือก<w>แล้ว<w>ดึง<w>คัลฮอว์ช<w>ออกมา
	梦境2-救治竖亥2	32108	รวบรวม<w>สมุนไพร
	梦境2-救治竖亥3	32109	ปฐมพยาบาล<w>ให้<w>คัลฮอว์ช
	梦境2-旋风教学	32110	ฝ่า<w>ลมวน<w>ไป<w>เพื่อ<w>รับ<w>สมบัติ
	梦境2-蜃龙	32111	ขับไล่<w>มังกร<w>ลวงตา
	梦境3-突围	32112	ขับไล่<w>กองกำลัง<w>จาก<w>สวรรค์
	梦境3-大羿	32113	ขับไล่<w>อาร์เชอร์
	梦境4-野兽	32114	ขับไล่<w>แมงมุม
	梦境4-长琴	32115	ดวล<w>กับ<w>ซิเธอร์
	章鱼-规则	32116	1. เอาชนะ<w>มอนสเตอร์<w>ก่อนที่<w>เวลา<w>จะ<w>หมด<w><n>2. เมื่อ<w>เวลา<w>หมด<w>หรือ<w>หาก<w>ไม่มี<w>นักเดินทาง<w>เหลือ<w>รอด<w>เลย<w> การต่อสู้<w>จะ<w>จบ<w>ลง<w>ด้วย<w>ความพ่ายแพ้<w><n>3. สามารถ<w>รับรางวัล<w>จาก<w>การต่อสู้<w>ได้<w>เพียง<w>หนึ่ง<w>ครั้ง<w>ต่อ<w>วัน
