sdwa	DESC	ID
	角木蛟21	213026	ถือ<w>หน้าไม้แข็ง<w>เพิ่ม<w> <c:FF96dec9>พลัง<w>โจมตี<w></c> 12% เป็นเวลา<w>  2 วินาที<w>หลัง<w>บรรจุ<w>กระสุน
	角木蛟22	213027	ถือ<w>หน้าไม้แข็ง<w>เพิ่ม<w> <c:FF96dec9>พลัง<w>โจมตี<w></c> 14% เป็นเวลา<w>  2 วินาที<w>หลัง<w>บรรจุ<w>กระสุน
	角木蛟23	213028	ถือ<w>หน้าไม้แข็ง<w>เพิ่ม<w> <c:FF96dec9>พลัง<w>โจมตี<w></c> 16% เป็นเวลา<w>  2 วินาที<w>หลัง<w>บรรจุ<w>กระสุน
	角木蛟24	213029	ถือ<w>หน้าไม้แข็ง<w>เพิ่ม<w> <c:FF96dec9>พลัง<w>โจมตี<w></c> 18% เป็นเวลา<w>  2 วินาที<w>หลัง<w>บรรจุ<w>กระสุน
	角木蛟25	213030	ถือ<w>หน้าไม้แข็ง<w>เพิ่ม<w> <c:FF96dec9>พลัง<w>โจมตี<w></c> 20% เป็นเวลา<w>  2 วินาที<w>หลัง<w>บรรจุ<w>กระสุน
	角木蛟30	213031	ถือ<w>หน้าไม้แข็ง<w>เพิ่ม<w> <c:FF96dec9>ดาเมจจุดอ่อน<w></c> 2% มีโอกาส<w> 20% ที่<w>ี่จะ<w>เติม<w><c:FF96dec9>กระสุน<w></c> 1 ลูก<w>เมื่อ<w>โจมตี<w>โดน<w>จุดอ่อน<w>ของ<w>เป้าหมาย
	角木蛟31	213032	ถือ<w>หน้าไม้แข็ง<w>เพิ่ม<w> <c:FF96dec9>ดาเมจจุดอ่อน<w></c> 4%. มีโอกาส<w> 26% ที่<w>ี่จะ<w>เติม<w><c:FF96dec9>กระสุน<w></c> 1 ลูก<w>เมื่อ<w>โจมตี<w>โดน<w>จุดอ่อน<w>ของ<w>เป้าหมาย
	角木蛟32	213033	ถือ<w>หน้าไม้แข็ง<w>เพิ่ม<w> <c:FF96dec9>ดาเมจจุดอ่อน<w></c> 6% มีโอกาส<w> 32% ที่<w>ี่จะ<w>เติม<w><c:FF96dec9>กระสุน<w></c> 1 ลูก<w>เมื่อ<w>โจมตี<w>โดน<w>จุดอ่อน<w>ของ<w>เป้าหมาย
	角木蛟33	213034	ถือ<w>หน้าไม้แข็ง<w>เพิ่ม<w> <c:FF96dec9>ดาเมจจุดอ่อน<w></c> 8% มีโอกาส<w> 38% ที่<w>ี่จะ<w>เติม<w><c:FF96dec9>กระสุน<w></c> 1 ลูก<w>เมื่อ<w>โจมตี<w>โดน<w>จุดอ่อน<w>ของ<w>เป้าหมาย
	角木蛟34	213035	ถือ<w>หน้าไม้แข็ง<w>เพิ่ม<w> <c:FF96dec9>ดาเมจจุดอ่อน<w></c> 10% มีโอกาส<w> 55% ที่<w>ี่จะ<w>เติม<w><c:FF96dec9>กระสุน<w></c> 1 ลูก<w>เมื่อ<w>โจมตี<w>โดน<w>จุดอ่อน<w>ของ<w>เป้าหมาย
	角木蛟35	213036	ถือ<w>หน้าไม้แข็ง<w>เพิ่ม<w> <c:FF96dec9>ดาเมจจุดอ่อน<w></c> 12% มีโอกาส<w> 50% ที่<w>ี่จะ<w>เติม<w><c:FF96dec9>กระสุน<w></c> 1 ลูก<w>เมื่อ<w>โจมตี<w>โดน<w>จุดอ่อน<w>ของ<w>เป้าหมาย
	箕水豹10射手	213037	ถือ<w>หน้าไม้สั้น<w>เพิ่ม<w> <c:FF96dec9>ระยะดาเมจสูงสุด<w></c> 10% เมื่อ<w>พลังชีวิต<w>มากกว่า<w> 50%
	箕水豹11	213038	ถือ<w>หน้าไม้สั้น<w>เพิ่ม<w> <c:FF96dec9>ระยะดาเมจสูงสุด<w></c> 12% เมื่อ<w>พลังชีวิต<w>มากกว่า<w> 50%
	箕水豹12	213039	ถือ<w>หน้าไม้สั้น<w>เพิ่ม<w> <c:FF96dec9>ระยะดาเมจสูงสุด<w></c> 14% เมื่อ<w>พลังชีวิต<w>มากกว่า<w> 50%
	箕水豹13	213040	ถือ<w>หน้าไม้สั้น<w>เพิ่ม<w> <c:FF96dec9>ระยะดาเมจสูงสุด<w></c> 16% เมื่อ<w>พลังชีวิต<w>มากกว่า<w> 50%
	箕水豹14	213041	ถือ<w>หน้าไม้สั้น<w>เพิ่ม<w> <c:FF96dec9>ระยะดาเมจสูงสุด<w></c> 18% เมื่อ<w>พลังชีวิต<w>มากกว่า<w> 50%
	箕水豹15	213042	ถือ<w>หน้าไม้สั้น<w>เพิ่ม<w> <c:FF96dec9>ระยะดาเมจสูงสุด<w></c> 20% เมื่อ<w>พลังชีวิต<w>มากกว่า<w> 50%
	箕水豹20	213043	ขณะ<w>ถือ<w>หน้าไม้สั้น<w> <c:FF96dec9>ดาเมจจุดอ่อน<w></c> +10%
	箕水豹21	213044	ขณะ<w>ถือ<w>หน้าไม้สั้น<w> <c:FF96dec9>ดาเมจจุดอ่อน<w></c> +12%
	箕水豹22	213045	ขณะ<w>ถือ<w>หน้าไม้สั้น<w> <c:FF96dec9>ดาเมจจุดอ่อน<w></c> +14%
	箕水豹23	213046	ขณะ<w>ถือ<w>หน้าไม้สั้น<w> <c:FF96dec9>ดาเมจจุดอ่อน<w></c> +16%
	箕水豹24	213047	ขณะ<w>ถือ<w>หน้าไม้สั้น<w> <c:FF96dec9>ดาเมจจุดอ่อน<w></c> +18%
	箕水豹25	213048	ขณะ<w>ถือ<w>หน้าไม้สั้น<w> <c:FF96dec9>ดาเมจจุดอ่อน<w></c> +20%
	箕水豹30	213049	ขณะ<w>ถือ<w>หน้าไม้สั้น<w> <c:FF96dec9>ดาเมจจุดอ่อน<w></c> +2%. การ<w>โจมตี<w>ต่อเนื่อง<w>ใส่<w>จุดอ่อน<w>ศัตรู<w>จ<w>ะ<w>สร้าง<w>ความเสียหาย<w>เพิ่มเติม<w> 20 ดาเมจ
	箕水豹31	213050	ขณะ<w>ถือ<w>หน้าไม้สั้น<w> <c:FF96dec9>ดาเมจจุดอ่อน<w></c> +4%. การ<w>โจมตี<w>ต่อเนื่อง<w>ใส่<w>จุดอ่อน<w>ศัตรู<w>จ<w>ะ<w>สร้าง<w>ความเสียหาย<w>เพิ่มเติม<w> 40 ดาเมจ
	箕水豹32	213051	ขณะ<w>ถือ<w>หน้าไม้สั้น<w> <c:FF96dec9>ดาเมจจุดอ่อน<w></c> +6%. การ<w>โจมตี<w>ต่อเนื่อง<w>ใส่<w>จุดอ่อน<w>ศัตรู<w>จ<w>ะ<w>สร้าง<w>ความเสียหาย<w>เพิ่มเติม<w> 60 ดาเมจ
	箕水豹33	213052	ขณะ<w>ถือ<w>หน้าไม้สั้น<w> <c:FF96dec9>ดาเมจจุดอ่อน<w></c> +8%. การ<w>โจมตี<w>ต่อเนื่อง<w>ใส่<w>จุดอ่อน<w>ศัตรู<w>จ<w>ะ<w>สร้าง<w>ความเสียหาย<w>เพิ่มเติม<w> 80 ดาเมจ
	箕水豹34	213053	ขณะ<w>ถือ<w>หน้าไม้สั้น<w> <c:FF96dec9>ดาเมจจุดอ่อน<w></c> +10%. การ<w>โจมตี<w>ต่อเนื่อง<w>ใส่<w>จุดอ่อน<w>ศัตรู<w>จ<w>ะ<w>สร้าง<w>ความเสียหาย<w>เพิ่มเติม<w> 100 ดาเมจ
	箕水豹35	213054	ขณะ<w>ถือ<w>หน้าไม้สั้น<w> <c:FF96dec9>ดาเมจจุดอ่อน<w></c> +12%. การ<w>โจมตี<w>ต่อเนื่อง<w>ใส่<w>จุดอ่อน<w>ศัตรู<w>จ<w>ะ<w>สร้าง<w>ความเสียหาย<w>เพิ่มเติม<w> 120 ดาเมจ
	尾火虎10大狙	213055	ถือ<w>หน้าไม้ทรงพลัง<w>เพิ่ม<w> <c:FF96dec9>พลัง<w>โจมตี<w></c> 5% เป็นเวลา<w>  2 วินาที<w>หลัง<w>โจมตี<w>โดน<w>จุดอ่อน
	尾火虎11	213056	ถือ<w>หน้าไม้ทรงพลัง<w>เพิ่ม<w> <c:FF96dec9>พลัง<w>โจมตี<w></c> 6% เป็นเวลา<w>  2 วินาที<w>หลัง<w>โจมตี<w>โดน<w>จุดอ่อน
	尾火虎12	213057	ถือ<w>หน้าไม้ทรงพลัง<w>เพิ่ม<w> <c:FF96dec9>พลัง<w>โจมตี<w></c> 7% เป็นเวลา<w>  2 วินาที<w>หลัง<w>โจมตี<w>โดน<w>จุดอ่อน
	尾火虎13	213058	ถือ<w>หน้าไม้ทรงพลัง<w>เพิ่ม<w> <c:FF96dec9>พลัง<w>โจมตี<w></c> 8% เป็นเวลา<w>  2 วินาที<w>หลัง<w>โจมตี<w>โดน<w>จุดอ่อน
	尾火虎14	213059	ถือ<w>หน้าไม้ทรงพลัง<w>เพิ่ม<w> <c:FF96dec9>พลัง<w>โจมตี<w></c> 9% เป็นเวลา<w>  2 วินาที<w>หลัง<w>โจมตี<w>โดน<w>จุดอ่อน
	尾火虎15	213060	ถือ<w>หน้าไม้ทรงพลัง<w>เพิ่ม<w> <c:FF96dec9>พลัง<w>โจมตี<w></c> 10% เป็นเวลา<w>  2 วินาที<w>หลัง<w>โจมตี<w>โดน<w>จุดอ่อน
	尾火虎20	213061	ขณะ<w>ถือ<w>หน้าไม้ทรงพลัง<w> <c:FF96dec9>ดาเมจจุดอ่อน<w></c> +5% เม<w>ื่ื่ื่ื่อไม่ได้<w>เคลื่อนที่
	尾火虎21	213062	ขณะ<w>ถือ<w>หน้าไม้ทรงพลัง<w> <c:FF96dec9>ดาเมจจุดอ่อน<w></c> +6% เม<w>ื่ื่ื่ื่อไม่ได้<w>เคลื่อนที่
	尾火虎22	213063	ขณะ<w>ถือ<w>หน้าไม้ทรงพลัง<w> <c:FF96dec9>ดาเมจจุดอ่อน<w></c> +7% เม<w>ื่ื่ื่ื่อไม่ได้<w>เคลื่อนที่
	尾火虎23	213064	ขณะ<w>ถือ<w>หน้าไม้ทรงพลัง<w> <c:FF96dec9>ดาเมจจุดอ่อน<w></c> +8% เม<w>ื่ื่ื่ื่อไม่ได้<w>เคลื่อนที่
	尾火虎24	213065	ขณะ<w>ถือ<w>หน้าไม้ทรงพลัง<w> <c:FF96dec9>ดาเมจจุดอ่อน<w></c> +9% เม<w>ื่ื่ื่ื่อไม่ได้<w>เคลื่อนที่
	尾火虎25	213066	ขณะ<w>ถือ<w>หน้าไม้ทรงพลัง<w> <c:FF96dec9>ดาเมจจุดอ่อน<w></c> +10% เม<w>ื่ื่ื่ื่อไม่ได้<w>เคลื่อนที่
	尾火虎30	213067	ถือ<w>หน้าไม้ทรงพลัง<w>มีโอกาส<w> 20% ที่<w>ี่ี่จะ<w>ยิง<w>ลูกศร<w>พิเศษ<w>โดย<w>ไม่<w>เสีย<w> <c:FF96dec9>กระสุน<w></c> เมื่อ<w>ไม่ได้<w>เคลื่อนที่
	尾火虎31	213068	ถือ<w>หน้าไม้ทรงพลัง<w>มีโอกาส<w> 24% ที่<w>ี่ี่จะ<w>ยิง<w>ลูกศร<w>พิเศษ<w>โดย<w>ไม่<w>เสีย<w> <c:FF96dec9>กระสุน<w></c> เม<w>ี่อไม่ได้<w>เคลื่อนที่
	尾火虎32	213069	ถือ<w>หน้าไม้ทรงพลัง<w>มีโอกาส<w> 28% ที่<w>ี่ี่จะ<w>ยิง<w>ลูกศร<w>พิเศษ<w>โดย<w>ไม่<w>เสีย<w> <c:FF96dec9>กระสุน<w></c> เม<w>ี่อไม่ได้<w>เคลื่อนที่
	尾火虎33	213070	ถือ<w>หน้าไม้ทรงพลัง<w>มีโอกาส<w> 32% ที่<w>ี่ี่จะ<w>ยิง<w>ลูกศร<w>พิเศษ<w>โดย<w>ไม่<w>เสีย<w> <c:FF96dec9>กระสุน<w></c> เมื่อ<w>ไม่ได้<w>เคลื่อนที่
	尾火虎34	213071	ถือ<w>หน้าไม้ทรงพลัง<w>มีโอกาส<w> 36% ที่<w>ี่ี่จะ<w>ยิง<w>ลูกศร<w>พิเศษ<w>โดย<w>ไม่<w>เสีย<w> <c:FF96dec9>กระสุน<w></c> เมื่อ<w>ไม่ได้<w>เคลื่อนที่
	尾火虎35	213072	ถือ<w>หน้าไม้ทรงพลัง<w>มีโอกาส<w> 40% ที่<w>ี่ี่จะ<w>ยิง<w>ลูกศร<w>พิเศษ<w>โดย<w>ไม่<w>เสีย<w> <c:FF96dec9>กระสุน<w></c> เมื่อ<w>ไม่ได้<w>เคลื่อนที่
	氐土貉10突击	213073	ขณะ<w>ถือ<w>หน้าไม้กิโล<w> <c:FF96dec9>ความแม่นยำ<w></c> +10% เมื่อ<w>พลังชีวิต<w>มากกว่า<w> 50%
	氐土貉11	213074	ขณะ<w>ถือ<w>หน้าไม้กิโล<w> <c:FF96dec9>ความแม่นยำ<w></c> +14% เมื่อ<w>พลังชีวิต<w>มากกว่า<w> 50%
	氐土貉12	213075	ขณะ<w>ถือ<w>หน้าไม้กิโล<w> <c:FF96dec9>ความแม่นยำ<w></c> +18% เมื่อ<w>พลังชีวิต<w>มากกว่า<w> 50%
	氐土貉13	213076	ขณะ<w>ถือ<w>หน้าไม้กิโล<w> <c:FF96dec9>ความแม่นยำ<w></c> +22% เมื่อ<w>พลังชีวิต<w>มากกว่า<w> 50%
	氐土貉14	213077	ขณะ<w>ถือ<w>หน้าไม้กิโล<w> <c:FF96dec9>ความแม่นยำ<w></c> +26% เมื่อ<w>พลังชีวิต<w>มากกว่า<w> 50%
	氐土貉15	213078	ขณะ<w>ถือ<w>หน้าไม้กิโล<w> <c:FF96dec9>ความแม่นยำ<w></c> +30% เมื่อ<w>พลังชีวิต<w>มากกว่า<w> 50%
	氐土貉20	213079	ขณะ<w>ถือ<w>หน้าไม้กิโล<w> <c:FF96dec9>ระยะดาเมจสูงสุด<w></c> +10% เม<w>ื่ื่ื่ื่อขี่<w>สัตว์ขี่
	氐土貉21	213080	ขณะ<w>ถือ<w>หน้าไม้กิโล<w> <c:FF96dec9>ระยะดาเมจสูงสุด<w></c> +14% เม<w>ื่ื่ื่ื่อขี่<w>สัตว์ขี่
	氐土貉22	213081	ขณะ<w>ถือ<w>หน้าไม้กิโล<w> <c:FF96dec9>ระยะดาเมจสูงสุด<w></c> +18% เม<w>ื่ื่ื่ื่อขี่<w>สัตว์ขี่
	氐土貉23	213082	ขณะ<w>ถือ<w>หน้าไม้กิโล<w> <c:FF96dec9>ระยะดาเมจสูงสุด<w></c> +22% เม<w>ื่ื่ื่ื่อขี่<w>สัตว์ขี่
	氐土貉24	213083	ขณะ<w>ถือ<w>หน้าไม้กิโล<w> <c:FF96dec9>ระยะดาเมจสูงสุด<w></c> +26% เม<w>ื่ื่ื่ื่อขี่<w>สัตว์ขี่
	氐土貉25	213084	ขณะ<w>ถือ<w>หน้าไม้กิโล<w> <c:FF96dec9>ระยะดาเมจสูงสุด<w></c> +30% เม<w>ื่ื่ื่ื่อขี่<w>สัตว์ขี่
	氐土貉30	213085	ขณะ<w>ถือ<w>หน้าไม้กิโล<w> <c:FF96dec9>ดาเมจ<w>ที่<w>ทำได้<w></c> +10% เม<w>ื่ื่ื่ื่อกระสุน<w>ต่ำกว่า<w> 50%
	氐土貉31	213086	ขณะ<w>ถือ<w>หน้าไม้กิโล<w> <c:FF96dec9>ดาเมจ<w>ที่<w>ทำได้<w></c> +12% เม<w>ื่ื่ื่ื่อกระสุน<w>ต่ำกว่า<w> 50%
	氐土貉32	213087	ขณะ<w>ถือ<w>หน้าไม้กิโล<w> <c:FF96dec9>ดาเมจ<w>ที่<w>ทำได้<w></c> +14% เม<w>ื่ื่ื่ื่อกระสุน<w>ต่ำกว่า<w> 50%
	氐土貉33	213088	ขณะ<w>ถือ<w>หน้าไม้กิโล<w> <c:FF96dec9>ดาเมจ<w>ที่<w>ทำได้<w></c> +16% เม<w>ื่ื่ื่ื่อกระสุน<w>ต่ำกว่า<w> 50%
	氐土貉34	213089	ขณะ<w>ถือ<w>หน้าไม้กิโล<w> <c:FF96dec9>ดาเมจ<w>ที่<w>ทำได้<w></c> +18% เม<w>ื่ื่ื่ื่อกระสุน<w>ต่ำกว่า<w> 50%
	氐土貉35	213090	ขณะ<w>ถือ<w>หน้าไม้กิโล<w> <c:FF96dec9>ดาเมจ<w>ที่<w>ทำได้<w></c> +20% เม<w>ื่ื่ื่ื่อกระสุน<w>ต่ำกว่า<w> 50%
	房日兔10	213091	
	房日兔11	213092	
	房日兔12	213093	
	房日兔13	213094	
	房日兔14	213095	
	房日兔15	213096	
	房日兔20	213097	
	房日兔21	213098	
	房日兔22	213099	
	房日兔23	213100	
	房日兔24	213101	
	房日兔25	213102	
	房日兔30	213103	
	房日兔31	213104	
	房日兔32	213105	
	房日兔33	213106	
	房日兔34	213107	
	房日兔35	213108	
	心月狐10	213109	
	心月狐11	213110	
	心月狐12	213111	
	心月狐13	213112	
	心月狐14	213113	
	心月狐15	213114	
	心月狐20	213115	
	心月狐21	213116	
	心月狐22	213117	
	心月狐23	213118	
	心月狐24	213119	
	心月狐25	213120	
	心月狐30	213121	
	心月狐31	213122	
	心月狐32	213123	
	心月狐33	213124	
	心月狐34	213125	
	心月狐35	213126	
	鬼金羊10掣电铳	213127	ขณะ<w>ถือ<w>อาวุธปืนแฟลช<w> <c:FF96dec9>ความเร็ว<w></c> +10% เม<w>ื่ื่อเล็ง<w>เป้าหมาย
	鬼金羊11	213128	ขณะ<w>ถือ<w>อาวุธปืนแฟลช<w> <c:FF96dec9>ความเร็ว<w></c> +12% เม<w>ื่ื่อเล็ง<w>เป้าหมาย
	鬼金羊12	213129	ขณะ<w>ถือ<w>อาวุธปืนแฟลช<w> <c:FF96dec9>ความเร็ว<w></c> +14% เม<w>ื่ื่อเล็ง<w>เป้าหมาย
	鬼金羊13	213130	ขณะ<w>ถือ<w>อาวุธปืนแฟลช<w> <c:FF96dec9>ความเร็ว<w></c> +16% เม<w>ื่ื่อเล็ง<w>เป้าหมาย
	鬼金羊14	213131	ขณะ<w>ถือ<w>อาวุธปืนแฟลช<w> <c:FF96dec9>ความเร็ว<w></c> +18% เม<w>ื่ื่อเล็ง<w>เป้าหมาย
	鬼金羊15	213132	ขณะ<w>ถือ<w>อาวุธปืนแฟลช<w> <c:FF96dec9>ความเร็ว<w></c> +20% เม<w>ื่ื่อเล็ง<w>เป้าหมาย
	鬼金羊20	213133	ขณะ<w>ถือ<w>อาวุธปืนแฟลช<w> <c:FF96dec9>ระยะเวลา<w>บรรจุ<w>กระสุน<w></c> -10%
	鬼金羊21	213134	ขณะ<w>ถือ<w>อาวุธปืนแฟลช<w> <c:FF96dec9>ระยะเวลา<w>บรรจุ<w>กระสุน<w></c> -14%
